,Year,Make,Model,Price,Mileage,Location,TO_distance,Location_Region
4198,2018,Chrysler,300,30995.0,19441.0,Brampton,35,"Brampton, Ontario"
4199,2014,Mercedes-Benz,GLK-Class,17950.0,139800.0,North York,15,"North York, Ontario"
4200,2019,Nissan,Rogue,25915.0,32982.0,St. Catharines,53,"St. Catharines, Ontario"
4201,2020,Toyota,Corolla,23974.0,8650.0,Bolton,34,"Bolton, Ontario"
4202,2014,Ford,F-250,22999.0,175953.0,Toronto,15,"Toronto, Ontario"
4203,2016,Volkswagen,Tiguan,17995.0,74450.0,Milton,43,"Milton, Ontario"
4204,2020,Hyundai,Elantra,17995.0,18443.0,Etobicoke,18,"Etobicoke, Ontario"
4205,2015,Chevrolet,Cruze,10588.0,94000.0,Guelph,74,"Guelph, Ontario"
4206,2018,Audi,RS,85000.0,750.0,Mississauga,27,"Mississauga, Ontario"
4207,2016,Mazda,CX-5,20500.0,79081.0,Toronto,6,"Toronto, Ontario"
4208,2020,Honda,CR-V,41400.0,7100.0,Mississauga,30,"Mississauga, Ontario"
4209,2020,Honda,CR-V,35495.0,5312.0,Toronto,11,"Toronto, Ontario"
4210,2017,Subaru,Outback,19977.0,94277.0,Ottawa,337,"Ottawa, Ontario"
4211,2016,Subaru,Crosstrek,23333.0,51438.0,Markham,26,"Markham, Ontario"
4212,2019,Volkswagen,Golf,22999.0,29126.0,Toronto,14,"Toronto, Ontario"
4213,2018,Ford,Escape,20495.0,52469.0,Mississauga,30,"Mississauga, Ontario"
4214,2015,Honda,CR-V,14500.0,101108.0,Toronto,16,"Toronto, Ontario"
4215,2017,Hyundai,Elantra,14388.0,48510.0,Mississauga,21,"Mississauga, Ontario"
4216,2013,Dodge,Dart,9950.0,56995.0,Georgetown,41,"Georgetown, Ontario"
4217,2011,Volkswagen,Jetta,5900.0,102000.0,North York,15,"North York, Ontario"
4219,2015,Nissan,Altima,13900.0,93806.0,Burlington,45,"Burlington, Ontario"
4220,2016,Land,Rover,58800.0,72993.0,North York,16,"North York, Ontario"
4221,2020,Jeep,Grand,53995.0,13401.0,Mississauga,20,"Mississauga, Ontario"
4222,2019,Honda,Passport,39889.0,47252.0,Chatham,269,"Chatham, Ontario"
4223,2019,Dodge,Grand,28497.0,9471.0,Ottawa,356,"Ottawa, Ontario"
4224,2020,Audi,Q5,48885.0,9728.0,Etobicoke,14,"Etobicoke, Ontario"
4225,2018,Kia,Stinger,37995.0,19181.0,Toronto,14,"Toronto, Ontario"
4226,2016,Jeep,Cherokee,24500.0,99399.0,Orangeville,66,"Orangeville, Ontario"
4227,2015,Chevrolet,Cruze,10581.0,117524.0,Mississauga,30,"Mississauga, Ontario"
4228,2014,Kia,Rondo,10488.0,112113.0,Milton,43,"Milton, Ontario"
4229,2006,Dodge,Caravan,1999.0,242000.0,Vaughan,23,"Vaughan, Ontario"
4230,2020,Lexus,NX,56585.0,10.0,Toronto,2,"Toronto, Ontario"
4231,2017,Volkswagen,Golf,15955.0,46101.0,Oakville,39,"Oakville, Ontario"
4232,2020,Mercedes-Benz,GLA-Class,49144.0,555.0,Whitby,45,"Whitby, Ontario"
4233,2017,Audi,S5,37899.0,55000.0,North York,17,"North York, Ontario"
4234,2016,Mazda,CX-5,16995.0,95000.0,Guelph,74,"Guelph, Ontario"
4235,2019,MINI,Cooper,29418.0,2370.0,Ajax,37,"Ajax, Ontario"
4236,2018,Volkswagen,Atlas,37888.0,38085.0,Brampton,30,"Brampton, Ontario"
4237,2016,Ford,Mustang,36800.0,76556.0,North York,16,"North York, Ontario"
4238,2012,Mercedes-Benz,SLK-Class,29910.0,86519.0,Vaughan,21,"Vaughan, Ontario"
4239,2016,BMW,X1,23910.0,56234.0,Vaughan,21,"Vaughan, Ontario"
4240,2017,Kia,Sportage,18880.0,34473.0,Toronto,14,"Toronto, Ontario"
4241,2015,Hyundai,Elantra,11199.0,71489.0,Mississauga,27,"Mississauga, Ontario"
4242,2020,Mercedes-Benz,A-Class,36995.0,16611.0,Mississauga,21,"Mississauga, Ontario"
4243,2009,Porsche,Cayenne,21500.0,122195.0,Windsor,325,"Windsor, Ontario"
4244,2016,BMW,6,33800.0,89952.0,Vaughan,20,"Vaughan, Ontario"
4245,2016,Ford,Edge,27488.0,92136.0,Thornhill,17,"Thornhill, Ontario"
4246,2016,Nissan,Rogue,15988.0,143896.0,Toronto,15,"Toronto, Ontario"
4247,2017,Mazda,CX-9,31550.0,78800.0,Barrie,89,"Barrie, Ontario"
4248,2020,Nissan,Rogue,26999.0,4999.0,Mississauga,21,"Mississauga, Ontario"
4250,2020,Mercedes-Benz,GLA-Class,49577.0,5340.0,Whitby,45,"Whitby, Ontario"
4251,2016,Dodge,Grand,16495.0,92075.0,Lasalle,342,"Lasalle, Ontario"
4252,2019,Nissan,370Z,45000.0,9888.0,Toronto,1,"Toronto, Ontario"
4253,2017,Toyota,Highlander,34999.0,88754.0,Waterloo,94,"Waterloo, Ontario"
4254,2017,Lexus,ES,29988.0,62977.0,Mississauga,30,"Mississauga, Ontario"
4255,2016,Infiniti,Q50,24770.0,70217.0,Guelph,77,"Guelph, Ontario"
4256,2019,Volkswagen,Golf,24198.0,21430.0,Toronto,14,"Toronto, Ontario"
4257,2013,Hyundai,Elantra,9998.0,116151.0,Vaughan,21,"Vaughan, Ontario"
4258,2012,GMC,Acadia,9000.0,160700.0,York,13,"York, Ontario"
4259,2019,Honda,CR-V,35100.0,29062.0,Mississauga,30,"Mississauga, Ontario"
4260,2019,Kia,Sportage,21795.0,41546.0,Newmarket,45,"Newmarket, Ontario"
4261,2019,Audi,e-tron,95995.0,1800.0,Etobicoke,14,"Etobicoke, Ontario"
4262,2015,Mercedes-Benz,S63,88000.0,22150.0,Woodbridge,30,"Woodbridge, Ontario"
4264,2019,Audi,A4,49900.0,11043.0,Oakville,37,"Oakville, Ontario"
4265,2017,Infiniti,QX70,34995.0,43515.0,Waterloo,96,"Waterloo, Ontario"
4266,2016,Audi,Q5,22888.0,91495.0,Toronto,15,"Toronto, Ontario"
4267,2018,Mitsubishi,RVR,18999.0,51555.0,Mississauga,21,"Mississauga, Ontario"
4268,1998,Mitsubishi,Pajero,7000.0,161000.0,Markham,29,"Markham, Ontario"
4269,2015,Ford,Focus,6950.0,141961.0,Oakville,38,"Oakville, Ontario"
4270,2008,Hyundai,Tucson,5500.0,75100.0,Woodbridge,26,"Woodbridge, Ontario"
4271,2020,Nissan,Sentra,21999.0,3599.0,Mississauga,21,"Mississauga, Ontario"
4272,2014,Hyundai,Elantra,8848.0,135632.0,Stouffville,37,"Stouffville, Ontario"
4273,2014,Mercedes-Benz,S-Class,69800.0,48703.0,North York,16,"North York, Ontario"
4274,2019,Infiniti,QX60,34499.0,31284.0,Cambridge,83,"Cambridge, Ontario"
4275,2016,BMW,228i,23500.0,43725.0,Ottawa,357,"Ottawa, Ontario"
4276,2013,Volkswagen,Golf,14500.0,71492.0,Brampton,30,"Brampton, Ontario"
4277,2020,MINI,Countryman,31999.0,20978.0,Burlington,47,"Burlington, Ontario"
4278,2019,Dodge,Charger,31894.0,34040.0,Mississauga,27,"Mississauga, Ontario"
4279,2017,Ford,Explorer,29995.0,58319.0,Mississauga,30,"Mississauga, Ontario"
4280,2018,BMW,X1,26395.0,64224.0,Toronto,14,"Toronto, Ontario"
4281,2015,Lexus,RX,23880.0,142265.0,Kitchener,92,"Kitchener, Ontario"
4282,2017,Ford,Focus,14995.0,73702.0,Milton,43,"Milton, Ontario"
4283,2017,Kia,Soul,18888.0,23928.0,Brampton,34,"Brampton, Ontario"
4284,2015,Jeep,Grand,21995.0,55123.0,Oakville,33,"Oakville, Ontario"
4285,2014,Audi,A5,25888.0,95758.0,Toronto,15,"Toronto, Ontario"
4286,2018,Ford,Escape,21799.0,40497.0,Guelph,67,"Guelph, Ontario"
4287,2017,Hyundai,Tucson,32399.0,3489.0,Aurora,40,"Aurora, Ontario"
4288,2016,Subaru,Outback,21821.0,83367.0,Mississauga,26,"Mississauga, Ontario"
4289,2015,Volkswagen,Jetta,16352.0,58344.0,Kitchener,91,"Kitchener, Ontario"
4290,2014,Honda,CR-V,15900.0,82152.0,Burlington,45,"Burlington, Ontario"
4291,2017,Mazda,Mazda3,14988.0,85184.0,Scarborough,21,"Scarborough, Ontario"
4292,2013,Toyota,Sienna,14950.0,148331.0,Oakville,38,"Oakville, Ontario"
4293,2014,Mazda,CX-5,14638.0,150833.0,Scarborough,21,"Scarborough, Ontario"
4294,2013,Volkswagen,Jetta,9449.0,74347.0,Toronto,15,"Toronto, Ontario"
4295,2019,Infiniti,QX80,60888.0,26495.0,Brampton,36,"Brampton, Ontario"
4296,2015,Hyundai,Sonata,14999.0,74000.0,Toronto,18,"Toronto, Ontario"
4297,2018,Audi,S4,45488.0,54000.0,North York,17,"North York, Ontario"
4298,2015,Land,Rover,42498.0,75398.0,North York,17,"North York, Ontario"
4299,2016,Chevrolet,Malibu,12988.0,67711.0,Burlington,45,"Burlington, Ontario"
4300,2016,Land,Rover,82649.0,33702.0,Richmond Hill,22,"Richmond Hill, Ontario"
4301,2018,Chevrolet,Camaro,24800.0,41769.0,North York,16,"North York, Ontario"
4302,2015,Toyota,RAV4,18295.0,105690.0,Mississauga,21,"Mississauga, Ontario"
4303,2017,Nissan,Sentra,17990.0,24363.0,Toronto,15,"Toronto, Ontario"
4304,2017,Hyundai,Elantra,15410.0,70832.0,Etobicoke,13,"Etobicoke, Ontario"
4305,2014,Subaru,Impreza,12888.0,95313.0,Kitchener,88,"Kitchener, Ontario"
4306,2012,Honda,CR-V,8999.0,242000.0,Scarborough,10,"Scarborough, Ontario"
4307,2015,Ford,Edge,24944.0,54150.0,Barrie,80,"Barrie, Ontario"
4308,2019,Chevrolet,Corvette,65988.0,22180.0,St George,86,"St George, Ontario"
4309,2019,Land,Rover,59800.0,8006.0,North York,16,"North York, Ontario"
4310,2018,Ram,2500,45995.0,113916.0,Mississauga,20,"Mississauga, Ontario"
4311,2016,Mazda,CX-5,16995.0,95000.0,Guelph,74,"Guelph, Ontario"
4312,2010,BMW,528,13569.0,116695.0,Ottawa,358,"Ottawa, Ontario"
4313,2019,Dodge,Grand,26688.0,31100.0,Markham,22,"Markham, Ontario"
4314,2019,Hyundai,Sonata,24995.0,24734.0,Mississauga,27,"Mississauga, Ontario"
4315,2017,Toyota,RAV4,24900.0,96653.0,Guelph,76,"Guelph, Ontario"
4316,2019,Volkswagen,Golf,22999.0,29126.0,Toronto,14,"Toronto, Ontario"
4317,2019,Volkswagen,Golf,21999.0,18271.0,Brampton,30,"Brampton, Ontario"
4318,2016,Hyundai,Sonata,12599.0,139902.0,Mississauga,27,"Mississauga, Ontario"
4319,2017,Jaguar,F-Pace,42554.0,29554.0,Oakville,34,"Oakville, Ontario"
4320,2020,Mercedes-Benz,A-Class,35998.0,17088.0,Thornhill,17,"Thornhill, Ontario"
4321,2015,Cadillac,Escalade,47800.0,82811.0,Vaughan,20,"Vaughan, Ontario"
4322,2019,BMW,330I,38888.0,33105.0,Mississauga,30,"Mississauga, Ontario"
4323,2019,Volkswagen,Golf,24713.0,2200.0,Whitby,46,"Whitby, Ontario"
4324,2017,Audi,Q7,37395.0,75440.0,Toronto,15,"Toronto, Ontario"
4325,2019,Audi,A3,37588.0,13440.0,Mississauga,30,"Mississauga, Ontario"
4326,2020,Nissan,Rogue,26798.0,18271.0,Oakville,39,"Oakville, Ontario"
4327,2016,Volvo,XC60,24998.0,91875.0,Bolton,37,"Bolton, Ontario"
4328,2019,Mazda,Mazda3,22500.0,6887.0,King City,34,"King City, Ontario"
4329,2015,Cadillac,SRX,19997.0,103510.0,Welland,75,"Welland, Ontario"
4330,2015,Chevrolet,Cruze,8990.0,149588.0,Norval,39,"Norval, Ontario"
4331,2019,Buick,Envision,28944.0,35086.0,Barrie,80,"Barrie, Ontario"
4332,2009,Nissan,Rogue,4588.0,181297.0,Stouffville,37,"Stouffville, Ontario"
4333,2019,Mercedes-Benz,GLE-Class,119995.0,90.0,Oakville,35,"Oakville, Ontario"
4334,2019,BMW,4,37960.0,29333.0,Mississauga,30,"Mississauga, Ontario"
4335,2016,Toyota,Corolla,16599.0,88430.0,Burlington,48,"Burlington, Ontario"
4336,2015,Toyota,Avalon,21950.0,75759.0,Ottawa,348,"Ottawa, Ontario"
4337,2019,Jeep,Compass,28994.0,21321.0,Thornhill,17,"Thornhill, Ontario"
4338,2019,Jeep,Compass,28966.0,17984.0,Niagara Falls,68,"Niagara Falls, Ontario"
4339,2016,Acura,TLX,23888.0,113150.0,Toronto,15,"Toronto, Ontario"
4340,2017,Ford,Escape,21488.0,54640.0,Thornhill,17,"Thornhill, Ontario"
4341,2013,Volkswagen,Passat,9995.0,128115.0,Mississauga,23,"Mississauga, Ontario"
4342,2011,Chevrolet,Cruze,6993.0,88171.0,Whitby,45,"Whitby, Ontario"
4343,2018,Lexus,RC,69750.0,32300.0,Toronto,2,"Toronto, Ontario"
4344,2019,Mercedes-Benz,GLC63,101690.0,2200.0,North Vancouver,3361,"North Vancouver, Ontario"
4345,2020,Honda,CR-V,40036.0,1000.0,Mississauga,30,"Mississauga, Ontario"
4346,2016,Mercedes-Benz,C-Class,25995.0,42262.0,North York,15,"North York, Ontario"
4347,2017,Volkswagen,Passat,17099.0,82779.0,Maple,25,"Maple, Ontario"
4348,2018,Hyundai,Santa,36494.0,18500.0,Woodstock,124,"Woodstock, Ontario"
4349,2019,Chrysler,300,24995.0,41324.0,Paris,95,"Paris, Ontario"
4350,2018,Mercedes-Benz,B-Class,24798.0,59285.0,Thornhill,17,"Thornhill, Ontario"
4351,2018,Honda,Civic,21330.0,44915.0,Thornhill,17,"Thornhill, Ontario"
4352,2016,Honda,CR-V,19900.0,67166.0,Cambridge,82,"Cambridge, Ontario"
4353,2016,Toyota,RAV4,18900.0,62282.0,Toronto,2,"Toronto, Ontario"
4354,2013,Nissan,Altima,7850.0,175000.0,Toronto,15,"Toronto, Ontario"
4356,2017,Ford,Explorer,34995.0,85116.0,Belleville,170,"Belleville, Ontario"
4357,2018,Mercedes-Benz,GLC,37770.0,30389.0,Vaughan,21,"Vaughan, Ontario"
4358,2016,BMW,X3,32960.0,43192.0,Ajax,37,"Ajax, Ontario"
4359,2016,Jeep,Grand,28998.0,80391.0,Thunder Bay,927,"Thunder Bay, Ontario"
4360,1988,Porsche,911,449998.0,36277.0,Thornhill,17,"Thornhill, Ontario"
4361,1973,Nissan,Skyline,32000.0,75000.0,Scarborough,9,"Scarborough, Ontario"
4362,2019,Honda,Accord,24688.0,7719.0,Bolton,34,"Bolton, Ontario"
4363,2019,Volkswagen,Golf,23999.0,26199.0,Toronto,14,"Toronto, Ontario"
4364,2015,MINI,Cooper,12750.0,85307.0,Mississauga,20,"Mississauga, Ontario"
4365,2015,Hyundai,Elantra,10495.0,97500.0,Whitby,45,"Whitby, Ontario"
4366,2014,Hyundai,Accent,10000.0,71526.0,Barrie,83,"Barrie, Ontario"
4367,2019,Jeep,Cherokee,35795.0,1640.0,Toronto,17,"Toronto, Ontario"
4368,2008,Honda,CR-V,8495.0,176200.0,London,161,"London, Ontario"
4369,2018,Maserati,Levante,72988.0,34019.0,St George,86,"St George, Ontario"
4370,2019,Ford,F-150,39900.0,3001.0,Waterloo,95,"Waterloo, Ontario"
4371,2016,Dodge,Grand,16495.0,92075.0,Lasalle,342,"Lasalle, Ontario"
4372,2019,Nissan,370Z,45000.0,9888.0,Toronto,1,"Toronto, Ontario"
4373,2014,Land,Rover,36899.0,115000.0,North York,17,"North York, Ontario"
4374,2001,Honda,S2000,24000.0,123500.0,Richmond Hill,31,"Richmond Hill, Ontario"
4375,2015,Audi,Q3,19800.0,131200.0,North York,16,"North York, Ontario"
4376,2015,Hyundai,Tucson,17780.0,64703.0,Vaughan,21,"Vaughan, Ontario"
4377,2016,Volkswagen,Jetta,13250.0,29998.0,Toronto,16,"Toronto, Ontario"
4378,2013,Kia,Rio,6280.0,110000.0,Oakville,34,"Oakville, Ontario"
4379,2018,Honda,Civic,19900.0,46419.0,Cambridge,82,"Cambridge, Ontario"
4380,2019,Honda,Pilot,46595.0,12133.0,Scarborough,15,"Scarborough, Ontario"
4381,2018,Volkswagen,Golf,33000.0,53000.0,Toronto,5,"Toronto, Ontario"
4382,2019,Dodge,Grand,28995.0,24221.0,Arthur,95,"Arthur, Ontario"
4383,2016,Volkswagen,Tiguan,16500.0,95557.0,Orillia,106,"Orillia, Ontario"
4384,2019,Mercedes-Benz,E-Class,79908.0,19088.0,Innisfil,76,"Innisfil, Ontario"
4385,2017,Mercedes-Benz,CLA-Class,25995.0,59106.0,Toronto,15,"Toronto, Ontario"
4386,2015,BMW,i3,22400.0,31852.0,Toronto,3,"Toronto, Ontario"
4387,2011,Toyota,Sienna,19988.0,137965.0,Scarborough,21,"Scarborough, Ontario"
4388,2016,Acura,TLX,17950.0,75000.0,Guelph,74,"Guelph, Ontario"
4389,2016,Toyota,Corolla,15900.0,74857.0,Stouffville,36,"Stouffville, Ontario"
4390,2015,Mazda,Mazda3,10949.0,61333.0,Georgetown,41,"Georgetown, Ontario"
4391,2018,Chevrolet,Malibu,18495.0,57769.0,Richmond Hill,25,"Richmond Hill, Ontario"
4392,2019,Volvo,V60,53204.0,10100.0,Ajax,37,"Ajax, Ontario"
4393,2020,Toyota,RAV4,38944.0,11950.0,Bolton,34,"Bolton, Ontario"
4394,2019,Mazda,CX-5,36950.0,14000.0,Scarborough,13,"Scarborough, Ontario"
4395,2016,Land,Rover,82649.0,33702.0,Richmond Hill,22,"Richmond Hill, Ontario"
4396,2019,Toyota,Highlander,40995.0,39432.0,Brampton,34,"Brampton, Ontario"
4397,2018,Honda,Accord,27880.0,19266.0,Kitchener,92,"Kitchener, Ontario"
4398,2016,Hyundai,Genesis,24995.0,69316.0,Brampton,35,"Brampton, Ontario"
4399,2019,Mazda,CX-3,22988.0,20504.0,Mississauga,30,"Mississauga, Ontario"
4400,2019,Kia,Forte,19999.0,22728.0,Stoney Creek,56,"Stoney Creek, Ontario"
4401,2015,Honda,Civic,16000.0,80451.0,Mississauga,33,"Mississauga, Ontario"
4402,2017,Honda,Civic,15900.0,69867.0,Cambridge,82,"Cambridge, Ontario"
4403,2015,Ram,3500,29999.0,146917.0,Fergus,79,"Fergus, Ontario"
4404,2017,Land,Rover,37930.0,56748.0,Windsor,332,"Windsor, Ontario"
4405,2017,Mercedes-Benz,C-Class,44800.0,62486.0,North York,16,"North York, Ontario"
4406,2018,Mercedes-Benz,GLE-Class,43800.0,74000.0,Vaughan,20,"Vaughan, Ontario"
4407,2017,Acura,RDX,28106.0,59647.0,Thornhill,17,"Thornhill, Ontario"
4408,2019,BMW,M5,129370.0,284.0,Markham,23,"Markham, Ontario"
4409,2019,Subaru,WRX,35998.0,37586.0,North York,17,"North York, Ontario"
4410,2017,Land,Rover,29800.0,59686.0,North York,16,"North York, Ontario"
4411,2018,Ford,Fusion,24000.0,52000.0,Etobicoke,22,"Etobicoke, Ontario"
4412,2018,Ford,Escape,19888.0,86119.0,Thornhill,17,"Thornhill, Ontario"
4413,2013,MINI,Cooper,12888.0,66199.0,Toronto,15,"Toronto, Ontario"
4414,2013,Chevrolet,Trax,8950.0,96451.0,Barrie,80,"Barrie, Ontario"
4415,2016,BMW,X1,23980.0,69214.0,Thornhill,17,"Thornhill, Ontario"
4416,2017,Mazda,CX-5,24998.0,60861.0,Toronto,8,"Toronto, Ontario"
4417,2018,Maserati,Ghibli,65800.0,31941.0,North York,16,"North York, Ontario"
4418,2018,Audi,A4,31878.0,39000.0,Woodbridge,21,"Woodbridge, Ontario"
4419,2019,Mercedes-Benz,E-Class,79908.0,19088.0,Innisfil,76,"Innisfil, Ontario"
4420,2016,Chevrolet,Malibu,12988.0,67711.0,Burlington,45,"Burlington, Ontario"
4421,2017,Lexus,NX,30887.0,57993.0,Kitchener,92,"Kitchener, Ontario"
4422,2020,Subaru,Legacy,29949.0,8286.0,Georgetown,41,"Georgetown, Ontario"
4423,2019,Hyundai,Tucson,25699.0,13667.0,Mississauga,27,"Mississauga, Ontario"
4424,2013,Mercedes-Benz,C-Class,15849.0,56380.0,Georgetown,41,"Georgetown, Ontario"
4425,2015,Toyota,Corolla,13887.0,107048.0,Kitchener,92,"Kitchener, Ontario"
4426,2014,Mazda,Mazda3,8990.0,82025.0,Norval,39,"Norval, Ontario"
4427,2016,BMW,328I,27881.0,75686.0,Oakville,40,"Oakville, Ontario"
4428,2019,Buick,Encore,21888.0,42000.0,Ottawa,329,"Ottawa, Ontario"
4429,2017,Ram,1500,39888.0,65963.0,Stoney Creek,56,"Stoney Creek, Ontario"
4430,2019,Honda,CR-V,33995.0,35670.0,Toronto,11,"Toronto, Ontario"
4431,2019,MINI,Cooper,29418.0,2370.0,Ajax,37,"Ajax, Ontario"
4432,2015,Lamborghini,Huracan,225000.0,46000.0,Concord,18,"Concord, Ontario"
4433,2016,BMW,X6,33500.0,105008.0,Toronto,16,"Toronto, Ontario"
4434,2016,Subaru,Outback,21800.0,97000.0,North York,11,"North York, Ontario"
4435,2019,Kia,Soul,17333.0,51892.0,Grimsby,53,"Grimsby, Ontario"
4436,2019,Hyundai,Accent,16995.0,27808.0,Brampton,35,"Brampton, Ontario"
4437,2015,Ford,Focus,14888.0,27355.0,Aurora,41,"Aurora, Ontario"
4438,2011,Honda,Accord,10910.0,111221.0,Vaughan,21,"Vaughan, Ontario"
4439,2019,Chevrolet,Camaro,50950.0,19524.0,Burlington,48,"Burlington, Ontario"
4440,2017,Chevrolet,Tahoe,59550.0,84501.0,Barrie,89,"Barrie, Ontario"
4441,2018,Porsche,Macan,67700.0,7845.0,Toronto,14,"Toronto, Ontario"
4442,2017,Ram,1500,32391.0,62393.0,Brampton,34,"Brampton, Ontario"
4443,2016,Toyota,Corolla,16599.0,88430.0,Burlington,48,"Burlington, Ontario"
4444,2018,GMC,Acadia,34999.0,26044.0,London,171,"London, Ontario"
4445,2018,Volkswagen,Tiguan,28399.0,29884.0,Maple,25,"Maple, Ontario"
4446,2018,Kia,Sportage,24880.0,21955.0,Toronto,14,"Toronto, Ontario"
4447,2016,Honda,CR-V,22595.0,58890.0,Etobicoke,19,"Etobicoke, Ontario"
4448,2017,Honda,Accord,20249.0,65768.0,Vaughan,24,"Vaughan, Ontario"
4449,2015,Honda,CR-V,14488.0,150769.0,Toronto,19,"Toronto, Ontario"
4450,2017,Chevrolet,Sonic,14065.0,51761.0,Ajax,35,"Ajax, Ontario"
4451,2019,Ram,1500,35995.0,22.0,Scarborough,14,"Scarborough, Ontario"
4452,2015,Toyota,RAV4,15999.0,96000.0,Toronto,18,"Toronto, Ontario"
4453,2017,Land,Rover,51800.0,54096.0,North York,16,"North York, Ontario"
4454,2020,Nissan,Rogue,25999.0,2499.0,Mississauga,21,"Mississauga, Ontario"
4455,2019,Mercedes-Benz,CLS450,98667.0,4050.0,Nepean,345,"Nepean, Ontario"
4456,2019,Acura,RDX,45990.0,18743.0,Etobicoke,15,"Etobicoke, Ontario"
4457,2017,Infiniti,Q50,25995.0,36754.0,Toronto,15,"Toronto, Ontario"
4458,2020,Kia,Soul,19980.0,18963.0,Toronto,14,"Toronto, Ontario"
4459,2015,BMW,X1,19888.0,92347.0,Toronto,15,"Toronto, Ontario"
4460,2016,Kia,Optima,18999.0,54502.0,Toronto,15,"Toronto, Ontario"
4461,2016,Buick,Encore,16988.0,52980.0,Toronto,12,"Toronto, Ontario"
4462,2019,Kia,Forte,16559.0,17460.0,Toronto,14,"Toronto, Ontario"
4463,2018,Audi,Q5,39000.0,73414.0,Mississauga,27,"Mississauga, Ontario"
4464,2016,Nissan,Sentra,9398.0,104289.0,Stouffville,37,"Stouffville, Ontario"
4465,2016,Volvo,XC90,39888.0,55720.0,Toronto,15,"Toronto, Ontario"
4466,1960,Rolls-Royce,Silver,34950.0,6593.0,Etobicoke,14,"Etobicoke, Ontario"
4467,2019,Volvo,XC90,65995.0,14483.0,Markham,24,"Markham, Ontario"
4468,2019,Lexus,GX,56994.0,19812.0,Richmond Hill,29,"Richmond Hill, Ontario"
4469,2018,Nissan,Sentra,14995.0,83223.0,Milton,43,"Milton, Ontario"
4470,2018,Nissan,Sentra,14888.0,29253.0,Woodbridge,23,"Woodbridge, Ontario"
4471,2010,Audi,A4,9995.0,132120.0,Scarborough,14,"Scarborough, Ontario"
4472,2010,Mercedes-Benz,B-Class,5700.0,158000.0,Amaranth,66,"Amaranth, Ontario"
4473,2009,Pontiac,Vibe,5495.0,164000.0,Toronto,3,"Toronto, Ontario"
4474,1996,Ford,F-150,3000.0,250000.0,Arthur,95,"Arthur, Ontario"
4475,2018,Hyundai,Elantra,14555.0,45499.0,Richmond Hill,25,"Richmond Hill, Ontario"
4476,2018,BMW,7,78888.0,6957.0,Thornhill,17,"Thornhill, Ontario"
4477,2018,Audi,Q7,69800.0,35000.0,Whitby,44,"Whitby, Ontario"
4478,2017,Land,Rover,44800.0,70290.0,North York,16,"North York, Ontario"
4479,2017,Ford,Fusion,16888.0,35617.0,Thornhill,17,"Thornhill, Ontario"
4480,2018,Jeep,Grand,37888.0,34041.0,Ottawa,351,"Ottawa, Ontario"
4481,2017,BMW,X1,26910.0,54195.0,Vaughan,21,"Vaughan, Ontario"
4482,2018,Toyota,Corolla,17400.0,13828.0,Markham,19,"Markham, Ontario"
4483,2015,Nissan,Rogue,15995.0,96065.0,Milton,43,"Milton, Ontario"
4484,2016,Acura,ILX,13998.0,155544.0,Niagara Falls,68,"Niagara Falls, Ontario"
4485,2013,Honda,CR-V,13495.0,163578.0,Toronto,11,"Toronto, Ontario"
4486,2015,Nissan,Rogue,12488.0,100000.0,Toronto,9,"Toronto, Ontario"
4487,2015,Ford,Edge,24944.0,54150.0,Barrie,80,"Barrie, Ontario"
4488,2016,Nissan,Maxima,20999.0,54005.0,Richmond Hill,30,"Richmond Hill, Ontario"
4489,2015,Jaguar,XJ,34900.0,65000.0,Brampton,34,"Brampton, Ontario"
4490,2019,Mazda,CX-5,33999.0,17450.0,Brampton,36,"Brampton, Ontario"
4491,2013,Acura,RDX,18298.0,76049.0,Thornhill,17,"Thornhill, Ontario"
4492,2018,Ford,EcoSport,20896.0,250.0,Mississauga,28,"Mississauga, Ontario"
4493,2015,BMW,5,28800.0,76590.0,North York,16,"North York, Ontario"
4494,2017,Mercedes-Benz,C-Class,28787.0,67287.0,Thornhill,17,"Thornhill, Ontario"
4495,2019,Hyundai,Tucson,25399.0,20447.0,Mississauga,27,"Mississauga, Ontario"
4496,2016,Subaru,Outback,21295.0,116316.0,Toronto,14,"Toronto, Ontario"
4497,2016,Subaru,Outback,20385.0,66743.0,Thornhill,17,"Thornhill, Ontario"
4498,2007,Kia,Sportage,2495.0,222267.0,Paris,95,"Paris, Ontario"
4499,2018,Mercedes-Benz,GLC,41995.0,53886.0,Oakville,35,"Oakville, Ontario"
4500,2017,Land,Rover,74910.0,35032.0,Vaughan,21,"Vaughan, Ontario"
4501,2017,Mercedes-Benz,S-Class,62800.0,52761.0,North York,16,"North York, Ontario"
4502,2018,Mercedes-Benz,GLC,38999.0,24018.0,Burlington,47,"Burlington, Ontario"
4503,2014,Nissan,Pathfinder,15668.0,115423.0,Sarnia,255,"Sarnia, Ontario"
4504,2018,Audi,Q5,33801.0,83166.0,Waterloo,95,"Waterloo, Ontario"
4505,2017,Land,Rover,32800.0,33710.0,Vaughan,20,"Vaughan, Ontario"
4506,2019,Hyundai,Santa,26495.0,51732.0,Toronto,14,"Toronto, Ontario"
4507,2019,Ford,Escape,25295.0,48230.0,Hamilton,65,"Hamilton, Ontario"
4508,2017,Ford,Edge,21995.0,101936.0,Toronto,14,"Toronto, Ontario"
