,Year,Make,Model,Price,Mileage,Location,TO_distance,Location_Region
4509,2018,Volkswagen,Golf,20910.0,44402.0,Mississauga,30,"Mississauga, Ontario"
4510,2018,Kia,Optima,15999.0,60036.0,Stoney Creek,56,"Stoney Creek, Ontario"
4511,2018,GMC,Terrain,31988.0,53654.0,Toronto,12,"Toronto, Ontario"
4512,2018,Nissan,Murano,33900.0,28821.0,Richmond Hill,30,"Richmond Hill, Ontario"
4513,2017,Porsche,911,159999.0,18473.0,Toronto,19,"Toronto, Ontario"
4514,2019,BMW,X5,69490.0,10000.0,Ajax,37,"Ajax, Ontario"
4515,2019,Lincoln,Continental,59998.0,14882.0,Brampton,30,"Brampton, Ontario"
4516,2019,Toyota,Corolla,17800.0,15062.0,Markham,19,"Markham, Ontario"
4517,2017,Chrysler,Pacifica,34969.0,25666.0,Thornhill,18,"Thornhill, Ontario"
4518,2019,Chrysler,300,34777.0,22722.0,Mississauga,27,"Mississauga, Ontario"
4519,2019,Chevrolet,Equinox,23990.0,54331.0,Port Hope,95,"Port Hope, Ontario"
4520,2019,Mazda,Mazda3,22688.0,13397.0,Scarborough,21,"Scarborough, Ontario"
4521,2017,Chevrolet,Spark,11998.0,39835.0,Scarborough,19,"Scarborough, Ontario"
4522,2014,Kia,Sorento,8995.0,178987.0,Paris,95,"Paris, Ontario"
4523,2014,Acura,RDX,17295.0,131147.0,Markham,25,"Markham, Ontario"
4524,2017,Mercedes-Benz,Metris,30995.0,33000.0,Toronto,18,"Toronto, Ontario"
4525,2020,Audi,SQ5,79145.0,10717.0,Innisfil,77,"Innisfil, Ontario"
4526,2018,Cadillac,XT5,32179.0,30231.0,Oakville,35,"Oakville, Ontario"
4528,2018,Subaru,WRX,27185.0,85000.0,Thornhill,17,"Thornhill, Ontario"
4529,2017,Chevrolet,Colorado,31888.0,84349.0,Stoney Creek,56,"Stoney Creek, Ontario"
4530,2014,Mercedes-Benz,E-Class,27800.0,53271.0,North York,16,"North York, Ontario"
4531,2016,Chrysler,300,23992.0,42674.0,Hamilton,55,"Hamilton, Ontario"
4532,2020,Kia,Rio,21988.0,22.0,Milton,43,"Milton, Ontario"
4533,2017,GMC,Terrain,18600.0,31049.0,Richmond Hill,27,"Richmond Hill, Ontario"
4534,2015,Ram,ProMaster,11988.0,183000.0,Toronto,15,"Toronto, Ontario"
4535,2020,Nissan,Rogue,25795.0,6188.0,Mississauga,21,"Mississauga, Ontario"
4536,2016,Toyota,Tacoma,28895.0,109826.0,Oshawa,49,"Oshawa, Ontario"
4537,2020,Cadillac,XT5,54956.0,10.0,Toronto,12,"Toronto, Ontario"
4538,2018,Porsche,Macan,48998.0,31600.0,Mississauga,20,"Mississauga, Ontario"
4539,2019,Acura,MDX,49998.0,12000.0,Vaughan,24,"Vaughan, Ontario"
4540,2019,BMW,M5,129370.0,284.0,Markham,23,"Markham, Ontario"
4541,2019,Jeep,Compass,29400.0,19103.0,Niagara Falls,68,"Niagara Falls, Ontario"
4542,2020,Volkswagen,Tiguan,29288.0,12335.0,Port Hope,95,"Port Hope, Ontario"
4543,2016,Hyundai,Sonata,18999.0,61258.0,Aurora,40,"Aurora, Ontario"
4544,2019,Hyundai,Elantra,18595.0,29186.0,Etobicoke,18,"Etobicoke, Ontario"
4545,2016,Volkswagen,Passat,15448.0,113549.0,Barrie,83,"Barrie, Ontario"
4546,2008,Mazda,CX-9,9900.0,105008.0,Toronto,7,"Toronto, Ontario"
4547,2019,Audi,A4,55415.0,14785.0,Brampton,33,"Brampton, Ontario"
4548,2016,Nissan,Versa,11399.0,43230.0,Richmond Hill,30,"Richmond Hill, Ontario"
4549,2016,BMW,M4,56800.0,64581.0,North York,16,"North York, Ontario"
4550,2018,Ram,1500,36899.0,19781.0,Waterloo,93,"Waterloo, Ontario"
4551,2017,Hyundai,Tucson,32399.0,3489.0,Aurora,40,"Aurora, Ontario"
4552,2016,Subaru,Outback,21821.0,83367.0,Mississauga,26,"Mississauga, Ontario"
4553,2017,Land,Rover,32950.0,60233.0,Georgetown,41,"Georgetown, Ontario"
4554,2019,Dodge,Grand,31688.0,1506.0,Toronto,19,"Toronto, Ontario"
4555,2020,Mazda,CX-5,30995.0,5100.0,Toronto,16,"Toronto, Ontario"
4556,2017,Lexus,CT,26910.0,39651.0,Vaughan,21,"Vaughan, Ontario"
4557,2016,Subaru,Outback,23490.0,58317.0,Toronto,15,"Toronto, Ontario"
4558,2016,Ford,Edge,18995.0,102941.0,Toronto,15,"Toronto, Ontario"
4559,2020,Mercedes-Benz,A-Class,36995.0,16611.0,Mississauga,21,"Mississauga, Ontario"
4560,2017,Volkswagen,Jetta,13498.0,71202.0,Milton,43,"Milton, Ontario"
4561,2018,Tesla,Model,57000.0,31000.0,Oakville,29,"Oakville, Ontario"
4562,2013,BMW,M6,55910.0,75679.0,Vaughan,21,"Vaughan, Ontario"
4563,2019,Mercedes-Benz,CLS-Class,87995.0,5154.0,Toronto,15,"Toronto, Ontario"
4564,2020,Lexus,NX,49888.0,8439.0,Toronto,2,"Toronto, Ontario"
4565,2017,Mazda,CX-5,24998.0,60861.0,Toronto,8,"Toronto, Ontario"
4566,2017,Porsche,Cayenne,55910.0,57333.0,Vaughan,21,"Vaughan, Ontario"
4567,2019,Lincoln,Nautilus,51995.0,24141.0,Paris,95,"Paris, Ontario"
4568,2014,Mitsubishi,Outlander,13995.0,113000.0,Toronto,22,"Toronto, Ontario"
4569,2017,Buick,Encore,20998.0,91484.0,Hamilton,62,"Hamilton, Ontario"
4570,2019,Jaguar,XF,43995.0,2552.0,Toronto,15,"Toronto, Ontario"
4571,2019,Toyota,Camry,22995.0,55669.0,Toronto,11,"Toronto, Ontario"
4572,2015,Toyota,Prius,20500.0,79780.0,Markham,19,"Markham, Ontario"
4573,2017,Audi,Q3,18888.0,111298.0,Toronto,15,"Toronto, Ontario"
4574,2018,Hyundai,Elantra,15950.0,35145.0,Oakville,38,"Oakville, Ontario"
4575,2016,Volkswagen,Jetta,12499.0,91908.0,North York,19,"North York, Ontario"
4576,2019,Nissan,Sentra,15944.0,46507.0,Barrie,80,"Barrie, Ontario"
4577,2016,Nissan,Versa,11399.0,43230.0,Richmond Hill,30,"Richmond Hill, Ontario"
4578,2018,Cadillac,Escalade,79999.0,41800.0,Concord,21,"Concord, Ontario"
4579,2020,Honda,Accord,38271.0,12528.0,Mississauga,30,"Mississauga, Ontario"
4580,2018,Mazda,Mazda3,16995.0,49760.0,Toronto,14,"Toronto, Ontario"
4581,2014,Mitsubishi,Outlander,13995.0,113000.0,Toronto,22,"Toronto, Ontario"
4582,1970,Chevrolet,El,37995.0,98916.0,Caledonia,79,"Caledonia, Ontario"
4583,2018,Ram,1500,29995.0,36432.0,Milton,43,"Milton, Ontario"
4584,2017,Subaru,Impreza,22888.0,21885.0,North York,17,"North York, Ontario"
4585,2018,Ford,Escape,21888.0,39202.0,Thornhill,17,"Thornhill, Ontario"
4586,2015,Nissan,Altima,11796.0,121284.0,Waterloo,96,"Waterloo, Ontario"
4587,2008,Hyundai,Accent,3999.0,127000.0,Waterloo,94,"Waterloo, Ontario"
4588,2019,Chevrolet,Camaro,50950.0,19524.0,Burlington,48,"Burlington, Ontario"
4589,2018,Chevrolet,Cruze,15988.0,58361.0,St. Catharines,54,"St. Catharines, Ontario"
4590,2017,Lexus,RX,39899.0,66531.0,Guelph,77,"Guelph, Ontario"
4591,2016,Lexus,IS,29499.0,57000.0,Hamilton,58,"Hamilton, Ontario"
4592,2013,Volkswagen,Golf,14500.0,71492.0,Brampton,30,"Brampton, Ontario"
4593,2019,Volkswagen,Tiguan,36690.0,24241.0,Thornhill,17,"Thornhill, Ontario"
4594,2017,Acura,RDX,25999.0,56995.0,Toronto,18,"Toronto, Ontario"
4595,2014,Lexus,IS,22800.0,76315.0,North York,16,"North York, Ontario"
4596,2012,Mercedes-Benz,M-Class,18888.0,139020.0,Toronto,15,"Toronto, Ontario"
4597,2015,Infiniti,Q50,17995.0,145149.0,Toronto,15,"Toronto, Ontario"
4598,2011,Audi,Q5,17500.0,107000.0,Thornhill,20,"Thornhill, Ontario"
4599,2012,Honda,Pilot,13495.0,175502.0,Scarborough,17,"Scarborough, Ontario"
4600,2019,Mazda,CX-9,34288.0,23380.0,Mississauga,21,"Mississauga, Ontario"
4601,2011,Ford,Edge,10995.0,159000.0,Toronto,18,"Toronto, Ontario"
4602,2018,Lexus,LS,92888.0,7844.0,Oakville,37,"Oakville, Ontario"
4603,2018,Dodge,Challenger,80000.0,8826.0,Burlington,49,"Burlington, Ontario"
4604,2020,Chevrolet,Colorado,39988.0,9800.0,Niagara Falls,64,"Niagara Falls, Ontario"
4605,2017,Lexus,RX,44900.0,59040.0,Ottawa,356,"Ottawa, Ontario"
4606,2020,Mercedes-Benz,C-Class,58784.0,9369.0,Burlington,53,"Burlington, Ontario"
4607,2014,Porsche,Cayenne,34900.0,114000.0,Brampton,34,"Brampton, Ontario"
4608,2006,BMW,M6,19800.0,121800.0,Vaughan,20,"Vaughan, Ontario"
4609,2015,Ford,Mustang,19488.0,30306.0,Woodbridge,23,"Woodbridge, Ontario"
4610,2015,BMW,X1,15990.0,72228.0,Toronto,16,"Toronto, Ontario"
4611,2013,Honda,CR-V,13495.0,163578.0,Toronto,11,"Toronto, Ontario"
4612,2019,Nissan,Kicks,22968.0,150.0,Barrie,88,"Barrie, Ontario"
4613,2017,Ford,Explorer,36500.0,25400.0,Brampton,34,"Brampton, Ontario"
4614,2017,Mercedes-Benz,C63,71899.0,34000.0,North York,17,"North York, Ontario"
4615,2018,Lexus,RX,48800.0,23530.0,North York,16,"North York, Ontario"
4616,2018,Cadillac,XT5,32179.0,30231.0,Oakville,35,"Oakville, Ontario"
4617,2016,Subaru,Outback,21821.0,83367.0,Mississauga,26,"Mississauga, Ontario"
4618,2018,Lexus,NX,39888.0,47363.0,Oakville,37,"Oakville, Ontario"
4619,2017,Nissan,Rogue,24438.0,34981.0,Vaughan,24,"Vaughan, Ontario"
4620,2018,Kia,Soul,16988.0,53864.0,Grimsby,53,"Grimsby, Ontario"
4621,2016,Nissan,LEAF,16488.0,83000.0,Guelph,74,"Guelph, Ontario"
4622,2018,Hyundai,Sonata,16450.0,40180.0,Oakville,38,"Oakville, Ontario"
4623,2008,Nissan,Altima,6995.0,120962.0,Toronto,15,"Toronto, Ontario"
4624,2016,BMW,328I,21980.0,69220.0,Thornhill,17,"Thornhill, Ontario"
4625,2019,Chevrolet,Colorado,39985.0,5.0,Brampton,34,"Brampton, Ontario"
4626,2019,Mercedes-Benz,GLA-Class,49167.0,5867.0,Oakville,35,"Oakville, Ontario"
4627,2018,Infiniti,QX60,32888.0,60627.0,Guelph,77,"Guelph, Ontario"
4628,2019,Mercedes-Benz,CLS-Class,87995.0,5154.0,Oakville,35,"Oakville, Ontario"
4629,2017,Buick,Encore,20998.0,91484.0,Hamilton,62,"Hamilton, Ontario"
4630,2019,Ford,Edge,31595.0,24936.0,Hamilton,65,"Hamilton, Ontario"
4631,2018,Volkswagen,Tiguan,24950.0,21245.0,Grimsby,52,"Grimsby, Ontario"
4632,2016,Mercedes-Benz,CLA-Class,19999.0,69000.0,Mississauga,19,"Mississauga, Ontario"
4633,2015,Honda,CR-V,16700.0,69552.0,St. Catharines,53,"St. Catharines, Ontario"
4634,2009,Chevrolet,Silverado,15200.0,155038.0,Welland,74,"Welland, Ontario"
4635,2017,Mitsubishi,RVR,14899.0,51749.0,Cambridge,82,"Cambridge, Ontario"
4636,2018,Jeep,Grand,66585.0,12985.0,Scarborough,14,"Scarborough, Ontario"
4637,2019,Mercedes-Benz,MAYBACH,209000.0,17853.0,Whitby,45,"Whitby, Ontario"
4638,2018,GMC,Sierra,46900.0,87504.0,Richmond Hill,27,"Richmond Hill, Ontario"
4639,2019,Jeep,Grand,39995.0,43530.0,Mississauga,20,"Mississauga, Ontario"
4640,2019,Mercedes-Benz,CLS-Class,87995.0,5154.0,Oakville,35,"Oakville, Ontario"
4641,2017,Buick,Encore,20998.0,91484.0,Hamilton,62,"Hamilton, Ontario"
4642,2003,Chevrolet,Corvette,32499.0,39600.0,Grimsby,55,"Grimsby, Ontario"
4643,2013,Mercedes-Benz,GL-Class,31995.0,147459.0,Toronto,15,"Toronto, Ontario"
4644,2021,Kia,Seltos,31550.0,100.0,Toronto,14,"Toronto, Ontario"
4645,2019,Honda,HR-V,29872.0,12466.0,Mississauga,30,"Mississauga, Ontario"
4646,2019,Subaru,Forester,27488.0,39253.0,North York,17,"North York, Ontario"
4647,2017,Honda,Odyssey,26995.0,57191.0,Toronto,11,"Toronto, Ontario"
4648,2018,Ram,2500,68950.0,12649.0,Grimsby,52,"Grimsby, Ontario"
4649,2018,Mazda,CX-5,29995.0,23500.0,Lachine,495,"Lachine, Ontario"
4650,2012,Bentley,Mulsanne,139900.0,76699.0,Oakville,31,"Oakville, Ontario"
4651,2016,Porsche,Cayenne,44888.0,54486.0,Toronto,15,"Toronto, Ontario"
4652,2016,Subaru,Outback,21821.0,83367.0,Mississauga,26,"Mississauga, Ontario"
4653,2018,Cadillac,XT5,32179.0,30231.0,Oakville,35,"Oakville, Ontario"
4654,2016,Land,Rover,43800.0,57964.0,North York,16,"North York, Ontario"
4655,2020,Honda,CR-V,31790.0,5285.0,Mississauga,30,"Mississauga, Ontario"
4656,2017,Audi,A4,22499.0,81600.0,North York,19,"North York, Ontario"
4657,2017,Honda,Civic,17150.0,33628.0,Mississauga,30,"Mississauga, Ontario"
4658,2017,Honda,Civic,16516.0,26524.0,Mississauga,31,"Mississauga, Ontario"
4659,2004,Ford,Mustang,8500.0,182000.0,Cambridge,82,"Cambridge, Ontario"
4660,2019,BMW,530,55956.0,8366.0,Barrie,83,"Barrie, Ontario"
4661,2020,BMW,X2,40788.0,59.0,Thornhill,17,"Thornhill, Ontario"
4662,2015,Dodge,Viper,116800.0,20480.0,North York,16,"North York, Ontario"
4663,2017,Tesla,Model,91700.0,43196.0,Burlington,44,"Burlington, Ontario"
4664,2019,MINI,Cooper,29418.0,2370.0,Ajax,37,"Ajax, Ontario"
4665,2016,Mazda,CX-5,16995.0,95000.0,Guelph,74,"Guelph, Ontario"
4666,2015,Maserati,Quattroporte,44800.0,74636.0,North York,16,"North York, Ontario"
4667,2019,Hyundai,Tucson,25000.0,36504.0,Oshawa,53,"Oshawa, Ontario"
4668,2019,Nissan,Kicks,21509.0,98.0,Toronto,9,"Toronto, Ontario"
4669,2017,Ford,Escape,19976.0,105511.0,Kitchener,88,"Kitchener, Ontario"
4670,2016,Honda,Civic,17250.0,58579.0,Thornhill,17,"Thornhill, Ontario"
4671,2019,Kia,Forte,16380.0,24431.0,Toronto,14,"Toronto, Ontario"
4672,2015,Ford,Escape,14990.0,85300.0,Milton,41,"Milton, Ontario"
4673,2019,Volvo,S60,40000.0,90.0,Toronto,1,"Toronto, Ontario"
4674,2013,Mercedes-Benz,GL-Class,31995.0,147459.0,Toronto,15,"Toronto, Ontario"
4675,2016,Mercedes-Benz,C-Class,31995.0,60268.0,Oakville,35,"Oakville, Ontario"
4676,2019,Hyundai,Elantra,15988.0,46511.0,Mississauga,29,"Mississauga, Ontario"
4677,2019,Lexus,UX,38368.0,185.0,Toronto,8,"Toronto, Ontario"
4678,2021,Kia,Seltos,31550.0,100.0,Toronto,14,"Toronto, Ontario"
4679,2019,Honda,CR-V,26897.0,24802.0,Woodbridge,23,"Woodbridge, Ontario"
4680,2012,Mercedes-Benz,M-Class,19888.0,188525.0,Toronto,15,"Toronto, Ontario"
4681,2015,Chrysler,200,14825.0,87000.0,Guelph,74,"Guelph, Ontario"
4682,2015,Audi,Q5,14800.0,174895.0,North York,16,"North York, Ontario"
4683,2010,Hyundai,Genesis,9999.0,68889.0,Toronto,15,"Toronto, Ontario"
4684,2013,Land,Rover,21900.0,141398.0,Cambridge,82,"Cambridge, Ontario"
4685,2020,Lexus,ES,59821.0,6800.0,Toronto,8,"Toronto, Ontario"
4686,2019,Chevrolet,Corvette,65988.0,22180.0,St George,86,"St George, Ontario"
4687,2017,Mercedes-Benz,C-Class,59800.0,46198.0,North York,16,"North York, Ontario"
4688,2016,Toyota,Corolla,15900.0,74857.0,Stouffville,36,"Stouffville, Ontario"
4689,2019,Audi,Q5,36795.0,27526.0,Mississauga,21,"Mississauga, Ontario"
4690,2019,Ford,Mustang,29888.0,38897.0,Aurora,41,"Aurora, Ontario"
4691,2019,Chevrolet,Corvette,67988.0,1308.0,St George,86,"St George, Ontario"
4692,2019,Acura,MDX,49976.0,10141.0,Etobicoke,15,"Etobicoke, Ontario"
4693,2019,Ram,1500,48900.0,19456.0,Windsor,324,"Windsor, Ontario"
4694,2019,Toyota,Prius,20988.0,38000.0,Oakville,36,"Oakville, Ontario"
4695,2017,Land,Rover,48800.0,86933.0,North York,16,"North York, Ontario"
4696,2016,Jeep,Grand,29995.0,63827.0,Toronto,14,"Toronto, Ontario"
4697,2019,Volkswagen,Golf,27999.0,29437.0,Toronto,14,"Toronto, Ontario"
4698,2016,Honda,Accord,17998.0,126657.0,Niagara Falls,68,"Niagara Falls, Ontario"
4699,2015,Jeep,Cherokee,15199.0,122957.0,Bolton,37,"Bolton, Ontario"
4700,2014,Hyundai,Santa,14666.0,62315.0,Whitby,45,"Whitby, Ontario"
4701,2019,Infiniti,QX50,48890.0,9636.0,Innisfil,77,"Innisfil, Ontario"
4702,2018,Land,Rover,38910.0,40090.0,Vaughan,21,"Vaughan, Ontario"
4703,2009,Porsche,911,74800.0,74899.0,North York,16,"North York, Ontario"
4704,2019,Dodge,Durango,38989.0,28083.0,Paris,95,"Paris, Ontario"
4705,2019,GMC,Sierra,63900.0,34273.0,Orangeville,63,"Orangeville, Ontario"
4706,2017,Volkswagen,Passat,17099.0,82779.0,Maple,25,"Maple, Ontario"
4707,2018,Honda,HR-V,26492.0,48869.0,Kitchener,91,"Kitchener, Ontario"
4708,2017,Buick,Envision,24988.0,49175.0,Toronto,12,"Toronto, Ontario"
4709,2015,Hyundai,Elantra,8799.0,94502.0,Mississauga,27,"Mississauga, Ontario"
4710,2013,Toyota,Yaris,7999.0,131500.0,Scarborough,15,"Scarborough, Ontario"
4711,2009,Honda,Accord,6950.0,133000.0,Port Colborne,83,"Port Colborne, Ontario"
4712,2008,Audi,A5,6250.0,319000.0,Burlington,42,"Burlington, Ontario"
4713,2019,Chevrolet,Camaro,50950.0,19524.0,Burlington,48,"Burlington, Ontario"
4714,2018,Chevrolet,Cruze,16499.0,30307.0,Burlington,47,"Burlington, Ontario"
4715,2017,Mercedes-Benz,C-Class,44549.0,37665.0,Georgetown,41,"Georgetown, Ontario"
4716,2019,Honda,Pilot,39495.0,30117.0,Toronto,11,"Toronto, Ontario"
4717,2016,BMW,228i,23500.0,43725.0,Ottawa,357,"Ottawa, Ontario"
4718,2016,Toyota,Corolla,16599.0,88430.0,Burlington,48,"Burlington, Ontario"
4719,2017,Lexus,IS,34599.0,57271.0,Mississauga,27,"Mississauga, Ontario"
4720,2008,Chevrolet,Corvette,29800.0,102270.0,North York,16,"North York, Ontario"
4721,2019,Hyundai,Veloster,19999.0,12698.0,Scarborough,22,"Scarborough, Ontario"
4722,2018,Subaru,Impreza,18499.0,37192.0,Toronto,15,"Toronto, Ontario"
4723,2019,Kia,Forte,17580.0,22525.0,Toronto,14,"Toronto, Ontario"
4724,2014,Nissan,Sentra,10997.0,102216.0,Toronto,15,"Toronto, Ontario"
4725,2017,Acura,RDX,27988.0,71922.0,Aurora,42,"Aurora, Ontario"
4726,2016,Cadillac,SRX,25660.0,74068.0,Oshawa,49,"Oshawa, Ontario"
4727,2017,Mercedes-Benz,GLC,30899.0,84513.0,Thornhill,17,"Thornhill, Ontario"
4728,2019,Volkswagen,Golf,27999.0,24614.0,Toronto,14,"Toronto, Ontario"
4729,2019,Ram,1500,48900.0,19456.0,Windsor,324,"Windsor, Ontario"
4730,2017,Acura,TLX,24688.0,57633.0,Thornhill,17,"Thornhill, Ontario"
4731,2019,Nissan,Rogue,26499.0,16419.0,St. Catharines,53,"St. Catharines, Ontario"
4732,2015,Lexus,IS,25500.0,73100.0,Woodbridge,30,"Woodbridge, Ontario"
4733,2020,Kia,Forte,18390.0,14931.0,Toronto,14,"Toronto, Ontario"
4734,2016,Buick,Verano,15990.0,27305.0,St. Catharines,53,"St. Catharines, Ontario"
4735,2018,Hyundai,Elantra,15788.0,28083.0,Port Hope,95,"Port Hope, Ontario"
4736,2016,Chevrolet,Cruze,9990.0,97854.0,Port Hope,95,"Port Hope, Ontario"
4737,2016,Cadillac,CT6,34992.0,55466.0,Oakville,35,"Oakville, Ontario"
4738,2018,Mazda,CX-3,18700.0,41715.0,Toronto,7,"Toronto, Ontario"
4739,2020,Kia,Sedona,27980.0,7245.0,Toronto,14,"Toronto, Ontario"
4740,2017,Honda,Accord,25500.0,78694.0,Cambridge,82,"Cambridge, Ontario"
4742,2017,BMW,330I,29210.0,50032.0,Oakville,40,"Oakville, Ontario"
4743,2017,Nissan,Titan,48990.0,38490.0,Mono,67,"Mono, Ontario"
4744,2016,Ford,Explorer,26944.0,81781.0,Guelph,67,"Guelph, Ontario"
4745,2016,Chrysler,300,23992.0,42674.0,Hamilton,55,"Hamilton, Ontario"
4746,2020,Toyota,GR,67465.0,137.0,Toronto,10,"Toronto, Ontario"
4747,2015,Dodge,Grand,13999.0,93147.0,Toronto,9,"Toronto, Ontario"
4748,2017,GMC,Terrain,18600.0,31049.0,Richmond Hill,27,"Richmond Hill, Ontario"
4749,2012,Hyundai,Genesis,18500.0,67000.0,Dundas,62,"Dundas, Ontario"
4750,2016,Volkswagen,Tiguan,17750.0,63479.0,Grimsby,52,"Grimsby, Ontario"
4751,2016,Kia,Sorento,17498.0,63114.0,Mississauga,17,"Mississauga, Ontario"
4752,2015,Ram,ProMaster,11988.0,183000.0,Toronto,15,"Toronto, Ontario"
4753,2009,Mercedes-Benz,E-Class,8900.0,215000.0,Thornhill,18,"Thornhill, Ontario"
4754,2017,Chevrolet,Corvette,78988.0,8804.0,St George,86,"St George, Ontario"
4755,2018,Ram,1500,31995.0,6854.0,Kingston,235,"Kingston, Ontario"
4756,2015,Porsche,911,124899.0,55000.0,North York,17,"North York, Ontario"
4757,2019,Jaguar,XF,59888.0,9511.0,Woodbridge,20,"Woodbridge, Ontario"
4758,2016,Dodge,Grand,14999.0,79579.0,Kanata,329,"Kanata, Ontario"
4759,2010,Volkswagen,Jetta,6300.0,106000.0,Mississauga,17,"Mississauga, Ontario"
4760,2018,Cadillac,XT5,33988.0,55391.0,Toronto,12,"Toronto, Ontario"
4761,2019,Ford,Escape,30995.0,28788.0,Toronto,14,"Toronto, Ontario"
4762,2020,Kia,Sedona,26339.0,23986.0,Toronto,14,"Toronto, Ontario"
4763,2014,Infiniti,QX50,12800.0,143572.0,North York,16,"North York, Ontario"
4764,2011,Mercedes-Benz,C-Class,10800.0,173414.0,North York,16,"North York, Ontario"
4765,2010,Subaru,Forester,6995.0,222927.0,Toronto,15,"Toronto, Ontario"
4766,2017,Porsche,Macan,58950.0,42541.0,Burlington,48,"Burlington, Ontario"
4767,2016,Ram,Promaster,15995.0,116494.0,Hamilton,55,"Hamilton, Ontario"
4768,2017,Land,Rover,74888.0,24568.0,Toronto,14,"Toronto, Ontario"
4769,2017,BMW,X6,44888.0,42348.0,Toronto,15,"Toronto, Ontario"
4770,2019,Volvo,S60,62520.0,7560.0,Ottawa,356,"Ottawa, Ontario"
4771,2020,Chevrolet,Equinox,46287.0,10.0,Toronto,12,"Toronto, Ontario"
4772,2017,Audi,S5,35800.0,46553.0,Vaughan,20,"Vaughan, Ontario"
4773,2020,Jeep,Cherokee,32995.0,25465.0,Mississauga,20,"Mississauga, Ontario"
4774,2019,Dodge,Journey,27998.0,37554.0,Toronto,1,"Toronto, Ontario"
4775,2019,Hyundai,Tucson,25799.0,17388.0,Mississauga,27,"Mississauga, Ontario"
4776,2018,Ford,Escape,25000.0,50000.0,Newmarket,45,"Newmarket, Ontario"
4777,2017,GMC,Sierra,24999.0,137780.0,Toronto,15,"Toronto, Ontario"
4778,2018,Mercedes-Benz,E400W4,58895.0,12716.0,Whitby,45,"Whitby, Ontario"
4779,2019,Buick,Encore,24865.0,10.0,Brampton,34,"Brampton, Ontario"
4780,2018,Porsche,Panamera,99300.0,13656.0,Toronto,14,"Toronto, Ontario"
4781,2016,Tesla,Model,54500.0,86542.0,Burlington,44,"Burlington, Ontario"
4782,2012,Buick,Enclave,14395.0,131023.0,Caledonia,79,"Caledonia, Ontario"
4783,2016,Toyota,Corolla,16599.0,88430.0,Burlington,48,"Burlington, Ontario"
4784,2020,Ram,1500,42999.0,1050.0,Milton,43,"Milton, Ontario"
4785,2018,Chrysler,Pacifica,41598.0,52165.0,Welland,75,"Welland, Ontario"
4786,2013,Mercedes-Benz,C-Class,33910.0,114508.0,Vaughan,21,"Vaughan, Ontario"
4787,2018,Chevrolet,Equinox,19236.0,57984.0,Bolton,37,"Bolton, Ontario"
4788,2016,Dodge,Grand,11998.0,78208.0,Toronto,1,"Toronto, Ontario"
4789,2013,Volkswagen,Jetta,11950.0,98000.0,Hamilton,57,"Hamilton, Ontario"
4790,2018,Acura,TLX,32988.0,64717.0,Aurora,42,"Aurora, Ontario"
4791,2017,Volvo,XC60,37994.0,55240.0,Toronto,14,"Toronto, Ontario"
4792,2018,Mercedes-Benz,E400W4,58895.0,12716.0,Whitby,45,"Whitby, Ontario"
4793,2019,Cadillac,CTS,43808.0,8546.0,Brampton,34,"Brampton, Ontario"
4794,2019,Mercedes-Benz,CLS450,98667.0,4050.0,Nepean,345,"Nepean, Ontario"
4795,2010,BMW,528,13569.0,116695.0,Ottawa,358,"Ottawa, Ontario"
4796,2017,Ram,1500,36495.0,71111.0,Paris,95,"Paris, Ontario"
4797,1960,Rolls-Royce,Silver,34950.0,6593.0,Etobicoke,14,"Etobicoke, Ontario"
4798,2019,Dodge,Charger,33299.0,17551.0,Mississauga,27,"Mississauga, Ontario"
4799,2016,Nissan,Murano,20995.0,75073.0,Ajax,35,"Ajax, Ontario"
4800,2015,Volkswagen,Passat,14150.0,73458.0,Toronto,16,"Toronto, Ontario"
4801,2009,Pontiac,Vibe,5495.0,164000.0,Toronto,3,"Toronto, Ontario"
4802,2013,Land,Rover,21900.0,141398.0,Cambridge,82,"Cambridge, Ontario"
4803,2019,Lincoln,Nautilus,52599.0,12026.0,Brampton,30,"Brampton, Ontario"
4804,2020,Ram,1500,69877.0,11799.0,Guelph,77,"Guelph, Ontario"
4805,2016,Tesla,Model,68988.0,21000.0,Toronto,19,"Toronto, Ontario"
4806,2019,Hyundai,Elantra,15988.0,46511.0,Mississauga,29,"Mississauga, Ontario"
4807,2016,Subaru,Outback,21821.0,83367.0,Mississauga,26,"Mississauga, Ontario"
4808,2017,Buick,Encore,20998.0,91484.0,Hamilton,62,"Hamilton, Ontario"
4809,2017,Ford,Escape,18995.0,41799.0,Mississauga,30,"Mississauga, Ontario"
4810,2017,Kia,Sportage,17895.0,60596.0,St. Catharines,53,"St. Catharines, Ontario"
4811,2018,Kia,Rio,16950.0,2515.0,Georgetown,41,"Georgetown, Ontario"
4812,2013,Volkswagen,Passat,9999.0,163700.0,North York,19,"North York, Ontario"
4813,2012,Honda,Accord,9488.0,175501.0,Mississauga,28,"Mississauga, Ontario"
4815,2020,Land,Rover,48777.0,89.0,Thornhill,17,"Thornhill, Ontario"
4816,2019,BMW,X7,131161.0,5000.0,Ajax,37,"Ajax, Ontario"
4817,2017,GMC,Sierra,38000.0,83446.0,Oakville,35,"Oakville, Ontario"
4818,2017,Buick,Encore,20998.0,91484.0,Hamilton,62,"Hamilton, Ontario"
4819,2010,BMW,528,13569.0,116695.0,Ottawa,358,"Ottawa, Ontario"
